Workload,Record_Count,Operation_Count,No.threads,Consistency,Replication,Runtime (ms),Throughput (ops/sec),Read_Latency (ms),Write_Latency (ms)
workload-B,1500000,2000000,32,ONE,Full,401.29,4394.53,10.15,16.34
workload-B,1500000,2250000,32,ONE,Full,412.94,5024.11,10.67,15.85
workload-B,1500000,2500000,32,ONE,Full,407.26,5489.86,10.57,15.46
workload-B,1500000,2750000,32,ONE,Full,408.07,6436.1,10.08,16.15
workload-B,1500000,3000000,32,ONE,Full,394.5,6475.44,10.04,15.02
workload-B,1500000,3250000,32,ONE,Full,385.5,7606.74,10.12,15.69
workload-B,1500000,3500000,32,ONE,Full,387.26,8073.5,10.89,15.79
workload-B,1500000,3750000,32,ONE,Full,405.45,8305.24,10.28,14.8
workload-B,1500000,4000000,32,ONE,Full,401.73,9195.29,10.8,16.32
workload-B,1500000,4250000,32,ONE,Full,391.2,9167.25,10.72,15.02
workload-B,1500000,4500000,32,ONE,Full,388.18,10110.58,10.78,16.04
workload-B,1500000,4750000,32,ONE,Full,404.07,11079.24,10.16,14.98
workload-B,1500000,5000000,32,ONE,Full,374.81,11447.12,10.83,14.9
workload-B,1500000,250000,64,ONE,Full,190.42,1068.56,10.33,16.22
workload-B,1500000,500000,64,ONE,Full,206.34,2191.31,10.04,15.67
workload-B,1500000,750000,64,ONE,Full,202.27,3425.79,10.2,15.8
workload-B,1500000,1000000,64,ONE,Full,202.71,4669.85,9.92,15.39
workload-B,1500000,1250000,64,ONE,Full,199.07,5632.12,10.4,15.64
workload-B,1500000,1500000,64,ONE,Full,193.78,6878.34,10.02,15.81
workload-B,1500000,1750000,64,ONE,Full,188.31,7468.81,10.79,16.2
workload-B,1500000,2000000,64,ONE,Full,192.4,8764.89,10.32,16.0
workload-B,1500000,2250000,64,ONE,Full,193.22,10543.82,10.0,15.48
workload-B,1500000,2500000,64,ONE,Full,197.14,11686.1,10.28,16.32
workload-B,1500000,2750000,64,ONE,Full,191.42,11967.71,10.84,15.44
workload-B,1500000,3000000,64,ONE,Full,193.58,13440.27,10.27,15.72
workload-B,1500000,3250000,64,ONE,Full,189.82,15142.98,10.11,16.06
workload-B,1500000,3500000,64,ONE,Full,206.24,16202.89,10.45,16.06
workload-B,1500000,3750000,64,ONE,Full,188.91,17293.23,10.77,16.22
workload-B,1500000,4000000,64,ONE,Full,189.0,17343.73,10.33,14.93
workload-B,1500000,4250000,64,ONE,Full,203.52,19075.08,10.86,15.03
workload-B,1500000,4500000,64,ONE,Full,201.34,20468.99,10.68,15.51
workload-B,1500000,4750000,64,ONE,Full,188.84,21443.98,10.74,16.31
workload-B,1500000,5000000,64,ONE,Full,198.2,23067.87,10.65,16.18
workload-B,1500000,250000,160,ONE,Full,75.71,2862.47,10.32,15.78
workload-B,1500000,500000,160,ONE,Full,75.06,5844.13,10.2,15.7
workload-B,1500000,750000,160,ONE,Full,80.81,8745.12,10.31,14.82
workload-B,1500000,1000000,160,ONE,Full,81.2,11235.62,9.88,15.19
workload-B,1500000,1250000,160,ONE,Full,81.17,13530.63,10.57,15.68
workload-B,1500000,1500000,160,ONE,Full,78.81,16575.03,10.65,15.04
workload-B,1500000,1750000,160,ONE,Full,78.08,19406.79,9.86,16.33
workload-B,1500000,2000000,160,ONE,Full,78.75,21318.75,10.49,15.72
workload-B,1500000,2250000,160,ONE,Full,82.06,24442.78,10.39,15.29
workload-B,1500000,2500000,160,ONE,Full,81.66,28424.61,10.41,14.81
workload-B,1500000,2750000,160,ONE,Full,76.24,29442.39,10.45,14.81
workload-B,1500000,3000000,160,ONE,Full,76.02,33997.69,9.97,16.06
workload-B,1500000,3250000,160,ONE,Full,81.42,35025.88,10.68,16.04
workload-B,1500000,3500000,160,ONE,Full,78.98,39128.83,9.97,16.27
workload-B,1500000,3750000,160,ONE,Full,75.43,42627.83,10.89,15.39
workload-B,1500000,4000000,160,ONE,Full,76.36,43262.32,10.2,15.71
workload-B,1500000,4250000,160,ONE,Full,78.54,46629.43,9.98,16.11
workload-B,1500000,4500000,160,ONE,Full,79.68,51439.48,10.37,16.06
workload-B,1500000,4750000,160,ONE,Full,80.78,55344.36,10.54,15.99
workload-B,1500000,5000000,160,ONE,Full,75.33,56177.49,10.21,16.14
workload-B,1500000,250000,320,ONE,Full,38.26,5665.36,10.58,15.8
workload-B,1500000,500000,320,ONE,Full,40.41,11426.87,10.54,16.13
workload-B,1500000,750000,320,ONE,Full,40.99,17487.59,10.6,15.07
workload-B,1500000,1000000,320,ONE,Full,40.11,22009.14,10.43,15.56
workload-B,1500000,1250000,320,ONE,Full,39.19,28401.29,9.94,15.92
workload-B,1500000,1500000,320,ONE,Full,41.15,34396.25,10.69,15.76
workload-B,1500000,1750000,320,ONE,Full,40.42,39247.74,10.5,15.86
workload-B,1500000,2000000,320,ONE,Full,40.17,43676.92,10.46,16.09
workload-B,1500000,2250000,320,ONE,Full,39.06,51986.07,10.55,15.58
workload-B,1500000,2500000,320,ONE,Full,39.65,56901.71,10.22,15.48
workload-B,1500000,2750000,320,ONE,Full,37.46,62155.21,10.55,15.65
workload-B,1500000,3000000,320,ONE,Full,40.19,67980.39,9.96,15.92
workload-B,1500000,3250000,320,ONE,Full,38.34,70501.99,10.28,15.93
workload-B,1500000,3500000,320,ONE,Full,39.2,78778.51,10.54,15.56
workload-B,1500000,3750000,320,ONE,Full,39.47,80016.42,10.62,15.08
workload-B,1500000,4000000,320,ONE,Full,40.5,92433.43,10.74,15.84
workload-B,1500000,4250000,320,ONE,Full,37.68,94128.85,10.59,16.34
workload-B,1500000,4500000,320,ONE,Full,37.96,100631.0,9.99,16.34
workload-B,1500000,4750000,320,ONE,Full,38.41,108869.61,10.03,15.87
workload-B,1500000,5000000,320,ONE,Full,40.55,108358.98,10.68,14.87
workload-B,1750000,250000,32,ONE,Full,468.6,476.56,10.3,15.28
workload-B,1750000,500000,32,ONE,Full,450.56,1004.67,10.09,16.17
workload-B,1750000,750000,32,ONE,Full,457.53,1415.74,10.51,16.07
workload-B,1750000,1000000,32,ONE,Full,444.69,1906.8,10.37,16.4
workload-B,1750000,1250000,32,ONE,Full,481.52,2479.19,11.01,15.6
workload-B,1750000,1500000,32,ONE,Full,470.5,2965.74,10.92,16.4
workload-B,1750000,1750000,32,ONE,Full,454.04,3315.04,10.55,16.07
workload-B,1750000,2000000,32,ONE,Full,459.31,3900.73,10.06,16.48
workload-B,1750000,2250000,32,ONE,Full,453.13,4115.46,10.89,16.24
workload-B,1750000,2500000,32,ONE,Full,451.49,4949.65,10.25,15.88
workload-B,1750000,2750000,32,ONE,Full,447.11,5287.74,10.2,15.25
workload-B,1750000,3000000,32,ONE,Full,456.35,5903.04,10.85,15.03
workload-B,1750000,3250000,32,ONE,Full,472.7,6531.92,10.31,15.61
workload-B,1750000,3500000,32,ONE,Full,470.2,6702.72,10.21,14.99
workload-B,1750000,3750000,32,ONE,Full,472.94,7384.73,10.5,16.1
workload-B,1750000,4000000,32,ONE,Full,441.21,7478.12,10.94,16.47
workload-B,1750000,4250000,32,ONE,Full,472.79,8461.33,10.26,15.51
workload-B,1750000,4500000,32,ONE,Full,467.93,8848.93,10.83,15.36
workload-B,1750000,4750000,32,ONE,Full,469.86,8790.03,9.97,15.25
workload-B,1750000,5000000,32,ONE,Full,454.93,9771.04,10.39,16.24
workload-B,1750000,250000,64,ONE,Full,239.17,982.13,10.88,15.46
workload-B,1750000,500000,64,ONE,Full,240.07,1911.2,10.54,14.98
workload-B,1750000,750000,64,ONE,Full,220.53,2797.6,10.6,15.87
workload-B,1750000,1000000,64,ONE,Full,226.04,3736.48,10.26,16.23
workload-B,1750000,1250000,64,ONE,Full,233.78,4592.87,10.37,15.14
workload-B,1750000,1500000,64,ONE,Full,232.08,5662.14,10.03,15.1
workload-B,1750000,1750000,64,ONE,Full,223.12,6622.75,10.01,16.25
workload-B,1750000,2000000,64,ONE,Full,233.66,8022.8,9.99,15.04
workload-B,1750000,2250000,64,ONE,Full,224.48,8789.0,10.32,15.85
workload-B,1750000,2500000,64,ONE,Full,232.8,9948.87,10.47,15.68
workload-B,1750000,2750000,64,ONE,Full,225.62,10261.51,10.44,16.22
workload-B,1750000,3000000,64,ONE,Full,226.55,10965.49,10.48,14.95
workload-B,1750000,3250000,64,ONE,Full,223.6,12035.06,10.78,14.98
workload-B,1750000,3500000,64,ONE,Full,222.83,13942.89,10.24,15.34
workload-B,1750000,3750000,64,ONE,Full,223.81,14028.46,10.28,14.99
workload-B,1750000,4000000,64,ONE,Full,223.01,15209.88,10.57,15.36
workload-B,1750000,4250000,64,ONE,Full,229.01,16103.29,10.13,15.15
workload-B,1750000,4500000,64,ONE,Full,233.95,18010.14,10.09,15.35
workload-B,1750000,4750000,64,ONE,Full,224.83,18006.5,10.44,16.01
workload-B,1750000,5000000,64,ONE,Full,239.78,19454.37,10.57,16.21
workload-B,1750000,250000,160,ONE,Full,96.27,2478.24,10.47,16.4
workload-B,1750000,500000,160,ONE,Full,92.44,4985.27,10.01,16.5
workload-B,1750000,750000,160,ONE,Full,91.77,7450.05,10.38,15.25
workload-B,1750000,1000000,160,ONE,Full,94.44,9643.46,10.1,15.95
workload-B,1750000,1250000,160,ONE,Full,88.39,11380.37,10.34,15.08
workload-B,1750000,1500000,160,ONE,Full,94.15,14101.22,10.32,16.36
workload-B,1750000,1750000,160,ONE,Full,90.23,17110.53,10.97,16.4
workload-B,1750000,2000000,160,ONE,Full,96.35,20054.88,10.5,15.0
workload-B,1750000,2250000,160,ONE,Full,89.52,21177.79,10.65,16.32
workload-B,1750000,2500000,160,ONE,Full,91.94,24502.29,10.72,16.26
workload-B,1750000,2750000,160,ONE,Full,87.71,26388.39,10.32,16.24
workload-B,1750000,3000000,160,ONE,Full,87.76,29448.29,10.81,15.55
workload-B,1750000,3250000,160,ONE,Full,88.72,29981.99,10.5,15.01
workload-B,1750000,3500000,160,ONE,Full,90.82,33723.47,10.14,15.46
workload-B,1750000,3750000,160,ONE,Full,93.79,36110.33,10.87,16.18
workload-B,1750000,4000000,160,ONE,Full,95.21,37580.69,10.65,16.03
workload-B,1750000,4250000,160,ONE,Full,89.73,40575.66,10.89,15.62
workload-B,1750000,4500000,160,ONE,Full,93.81,43898.15,10.11,16.16
workload-B,1750000,4750000,160,ONE,Full,94.16,45966.4,10.74,15.14
workload-B,1750000,5000000,160,ONE,Full,88.96,46987.52,10.9,15.29
workload-B,1750000,250000,320,ONE,Full,46.33,4999.64,10.37,14.96
workload-B,1750000,500000,320,ONE,Full,43.76,9554.78,10.34,15.3
workload-B,1750000,750000,320,ONE,Full,47.74,14025.95,10.56,16.1
workload-B,1750000,1000000,320,ONE,Full,48.23,18438.11,10.83,15.94
workload-B,1750000,1250000,320,ONE,Full,44.67,24528.29,10.72,14.96
workload-B,1750000,1500000,320,ONE,Full,45.62,29801.81,10.07,15.8
workload-B,1750000,1750000,320,ONE,Full,47.18,35116.02,10.55,16.21
workload-B,1750000,2000000,320,ONE,Full,46.52,37007.17,10.44,15.66
workload-B,1750000,2250000,320,ONE,Full,46.4,42394.16,10.22,15.48
workload-B,1750000,2500000,320,ONE,Full,48.23,47252.64,10.33,15.33
workload-B,1750000,2750000,320,ONE,Full,46.64,54374.22,10.17,15.32
workload-B,1750000,3000000,320,ONE,Full,46.5,59783.81,10.44,16.37
workload-B,1750000,3250000,320,ONE,Full,48.04,62253.26,9.98,15.22
workload-B,1750000,3500000,320,ONE,Full,45.75,69096.42,10.6,16.25
workload-B,1750000,3750000,320,ONE,Full,46.11,73091.89,10.58,16.22
workload-B,1750000,4000000,320,ONE,Full,44.19,76287.36,10.49,15.04
workload-B,1750000,4250000,320,ONE,Full,46.69,79754.26,10.08,16.01
workload-B,1750000,4500000,320,ONE,Full,46.98,84726.2,10.99,15.35
workload-B,1750000,4750000,320,ONE,Full,45.84,89554.75,10.18,16.15
workload-B,1750000,5000000,320,ONE,Full,45.19,92296.35,10.25,15.38
workload-B,2000000,250000,32,ONE,Full,499.55,420.14,11.1,16.38
workload-B,2000000,500000,32,ONE,Full,509.65,812.06,10.71,15.99
workload-B,2000000,750000,32,ONE,Full,538.27,1239.91,11.08,15.35
workload-B,2000000,1000000,32,ONE,Full,542.41,1711.02,10.19,15.14
workload-B,2000000,1250000,32,ONE,Full,503.91,2034.33,10.11,15.9
workload-B,2000000,1500000,32,ONE,Full,545.01,2417.71,10.91,16.65
workload-B,2000000,1750000,32,ONE,Full,527.34,2815.08,10.93,15.8
workload-B,2000000,2000000,32,ONE,Full,505.32,3310.95,11.0,16.39
workload-B,2000000,2250000,32,ONE,Full,549.92,3958.23,11.06,16.47
workload-B,2000000,2500000,32,ONE,Full,530.79,4118.38,10.23,16.25
workload-B,2000000,2750000,32,ONE,Full,539.55,4765.18,10.22,15.18
workload-B,2000000,3000000,32,ONE,Full,535.56,5054.38,10.22,16.65
workload-B,2000000,3250000,32,ONE,Full,504.44,5192.55,10.25,16.35
workload-B,2000000,3500000,32,ONE,Full,523.5,5701.06,10.86,15.11
workload-B,2000000,3750000,32,ONE,Full,540.05,6123.21,10.06,15.87
workload-B,2000000,4000000,32,ONE,Full,502.91,6415.65,10.86,16.13
workload-B,2000000,4250000,32,ONE,Full,516.43,6994.43,10.53,16.45
workload-B,2000000,4500000,32,ONE,Full,508.53,7481.85,10.42,16.51
workload-B,2000000,4750000,32,ONE,Full,533.17,7779.46,10.4,16.4
workload-B,2000000,5000000,32,ONE,Full,510.69,8451.51,11.04,15.8
workload-B,2000000,250000,64,ONE,Full,259.82,858.51,10.5,15.93
workload-B,2000000,500000,64,ONE,Full,265.87,1634.7,10.34,16.02
workload-B,2000000,750000,64,ONE,Full,263.64,2454.3,10.82,15.76
workload-B,2000000,1000000,64,ONE,Full,275.12,3399.93,10.38,15.58
workload-B,2000000,1250000,64,ONE,Full,249.88,4286.86,10.93,16.55
workload-B,2000000,1500000,64,ONE,Full,267.75,5123.38,10.61,15.4
workload-B,2000000,1750000,64,ONE,Full,258.0,6034.64,10.82,15.14
workload-B,2000000,2000000,64,ONE,Full,253.76,6510.04,11.05,15.67
workload-B,2000000,2250000,64,ONE,Full,265.96,7661.89,10.27,15.1
workload-B,2000000,2500000,64,ONE,Full,271.49,8353.29,10.53,16.33
workload-B,2000000,2750000,64,ONE,Full,268.4,9451.78,10.47,16.03
workload-B,2000000,3000000,64,ONE,Full,262.6,9850.47,10.73,15.74
workload-B,2000000,3250000,64,ONE,Full,257.0,10962.36,10.28,15.46
workload-B,2000000,3500000,64,ONE,Full,254.57,11808.98,10.86,15.98
workload-B,2000000,3750000,64,ONE,Full,262.62,12031.55,10.43,16.02
workload-B,2000000,4000000,64,ONE,Full,270.13,13841.5,10.96,15.56
workload-B,2000000,4250000,64,ONE,Full,255.9,13988.69,10.61,15.68
workload-B,2000000,4500000,64,ONE,Full,273.73,15360.45,10.7,16.39
workload-B,2000000,4750000,64,ONE,Full,273.48,15420.31,10.06,15.75
workload-B,2000000,5000000,64,ONE,Full,260.82,17489.59,10.4,15.33
workload-B,2000000,250000,160,ONE,Full,99.82,2179.11,10.59,16.6
workload-B,2000000,500000,160,ONE,Full,101.85,4005.36,10.95,15.25
workload-B,2000000,750000,160,ONE,Full,106.41,6194.97,10.88,15.69
workload-B,2000000,1000000,160,ONE,Full,106.1,8362.06,10.8,15.58
workload-B,2000000,1250000,160,ONE,Full,103.22,10919.69,10.45,15.14
workload-B,2000000,1500000,160,ONE,Full,106.24,12491.4,10.95,16.31
workload-B,2000000,1750000,160,ONE,Full,101.5,14254.18,10.81,15.84
workload-B,2000000,2000000,160,ONE,Full,105.57,17210.0,10.71,15.33
workload-B,2000000,2250000,160,ONE,Full,102.69,19004.98,10.31,15.85
workload-B,2000000,2500000,160,ONE,Full,102.18,20989.01,10.28,16.34
workload-B,2000000,2750000,160,ONE,Full,107.07,24119.21,10.45,16.21
workload-B,2000000,3000000,160,ONE,Full,106.86,24460.16,10.83,15.79
workload-B,2000000,3250000,160,ONE,Full,107.89,26716.15,10.61,15.88
workload-B,2000000,3500000,160,ONE,Full,105.03,30362.49,10.06,16.59
workload-B,2000000,3750000,160,ONE,Full,104.49,31247.96,10.55,15.7
workload-B,2000000,4000000,160,ONE,Full,102.18,33980.31,10.73,15.1
workload-B,2000000,4250000,160,ONE,Full,101.28,34369.49,10.52,15.26
workload-B,2000000,4500000,160,ONE,Full,100.89,36061.2,10.07,16.16
workload-B,2000000,4750000,160,ONE,Full,104.06,38442.55,10.42,15.6
workload-B,2000000,5000000,160,ONE,Full,109.22,42609.7,10.6,15.38
workload-B,2000000,250000,320,ONE,Full,54.76,3981.51,10.43,15.56
workload-B,2000000,500000,320,ONE,Full,51.7,8733.55,10.29,16.23
workload-B,2000000,750000,320,ONE,Full,52.69,12053.84,11.1,16.58
workload-B,2000000,1000000,320,ONE,Full,53.94,16545.24,10.08,15.47
workload-B,2000000,1250000,320,ONE,Full,53.01,21543.37,10.7,16.06
workload-B,2000000,1500000,320,ONE,Full,54.01,24837.23,10.26,16.13
workload-B,2000000,1750000,320,ONE,Full,52.17,27958.23,10.29,16.47
workload-B,2000000,2000000,320,ONE,Full,50.89,32364.62,10.12,16.27
workload-B,2000000,2250000,320,ONE,Full,50.83,36151.17,10.9,15.42
workload-B,2000000,2500000,320,ONE,Full,51.65,43909.32,10.5,15.87
workload-B,2000000,2750000,320,ONE,Full,50.55,47015.43,11.0,16.12
workload-B,2000000,3000000,320,ONE,Full,53.32,49713.18,11.02,16.5
workload-B,2000000,3250000,320,ONE,Full,52.01,55555.33,10.82,15.94
workload-B,2000000,3500000,320,ONE,Full,50.74,60301.56,11.07,16.31
workload-B,2000000,3750000,320,ONE,Full,52.29,59843.66,10.58,15.17
workload-B,2000000,4000000,320,ONE,Full,51.49,63948.94,10.81,16.1
workload-B,2000000,4250000,320,ONE,Full,53.89,72899.93,10.24,15.84
workload-B,2000000,4500000,320,ONE,Full,50.02,77222.78,10.21,15.97
workload-B,2000000,4750000,320,ONE,Full,51.47,80016.1,10.83,15.74
workload-B,2000000,5000000,320,ONE,Full,49.94,79699.87,10.23,15.41
workload-B,2250000,250000,32,ONE,Full,586.44,366.41,10.48,15.96
workload-B,2250000,500000,32,ONE,Full,601.44,739.45,10.16,15.54
workload-B,2250000,750000,32,ONE,Full,587.62,1152.86,10.66,15.42
workload-B,2250000,1000000,32,ONE,Full,577.56,1462.62,10.33,15.3
workload-B,2250000,1250000,32,ONE,Full,614.19,1886.76,10.32,16.56
workload-B,2250000,1500000,32,ONE,Full,592.12,2309.44,11.19,15.9
workload-B,2250000,1750000,32,ONE,Full,603.82,2605.17,11.05,15.9
workload-B,2250000,2000000,32,ONE,Full,611.55,3104.47,10.52,16.77
workload-B,2250000,2250000,32,ONE,Full,586.34,3230.39,11.13,16.66
workload-B,2250000,2500000,32,ONE,Full,571.67,3609.72,10.77,15.38
workload-B,2250000,2750000,32,ONE,Full,591.44,3995.15,10.69,16.17
workload-B,2250000,3000000,32,ONE,Full,616.03,4679.52,11.16,15.4
workload-B,2250000,3250000,32,ONE,Full,583.17,5082.72,10.39,15.77
workload-B,2250000,3500000,32,ONE,Full,598.55,5451.83,10.16,16.03
workload-B,2250000,3750000,32,ONE,Full,611.66,5524.71,10.91,16.13
workload-B,2250000,4000000,32,ONE,Full,565.19,5872.93,10.73,16.54
workload-B,2250000,4250000,32,ONE,Full,574.16,6521.27,10.26,15.3
workload-B,2250000,4500000,32,ONE,Full,575.42,6663.68,10.81,16.25
workload-B,2250000,4750000,32,ONE,Full,563.45,7212.3,10.9,16.21
workload-B,2250000,5000000,32,ONE,Full,573.41,7584.39,10.22,15.71
workload-B,2250000,250000,64,ONE,Full,286.09,747.61,10.85,16.42
workload-B,2250000,500000,64,ONE,Full,309.99,1423.88,10.21,15.24
workload-B,2250000,750000,64,ONE,Full,293.49,2210.9,10.82,16.31
workload-B,2250000,1000000,64,ONE,Full,291.08,3022.13,11.01,16.11
workload-B,2250000,1250000,64,ONE,Full,281.86,3830.69,10.21,15.98
workload-B,2250000,1500000,64,ONE,Full,291.75,4578.62,10.2,16.8
workload-B,2250000,1750000,64,ONE,Full,299.0,5335.68,10.5,16.71
workload-B,2250000,2000000,64,ONE,Full,282.31,6242.06,10.98,16.37
workload-B,2250000,2250000,64,ONE,Full,301.0,6878.85,11.13,15.76
workload-B,2250000,2500000,64,ONE,Full,292.16,7212.89,10.3,16.8
workload-B,2250000,2750000,64,ONE,Full,289.34,7991.8,10.91,16.46
workload-B,2250000,3000000,64,ONE,Full,294.26,8960.35,10.46,15.9
workload-B,2250000,3250000,64,ONE,Full,296.52,9984.88,10.55,16.47
workload-B,2250000,3500000,64,ONE,Full,294.8,10694.23,11.08,16.47
workload-B,2250000,3750000,64,ONE,Full,284.38,10759.91,10.24,16.63
workload-B,2250000,4000000,64,ONE,Full,297.66,11605.66,10.71,15.96
workload-B,2250000,4250000,64,ONE,Full,288.18,12111.56,10.73,16.27
workload-B,2250000,4500000,64,ONE,Full,292.94,14035.54,11.17,15.85
workload-B,2250000,4750000,64,ONE,Full,284.56,13662.21,10.64,15.52
workload-B,2250000,5000000,64,ONE,Full,302.15,14504.51,11.1,16.04
workload-B,2250000,250000,160,ONE,Full,119.72,1844.67,10.35,15.22
workload-B,2250000,500000,160,ONE,Full,120.75,3820.79,10.73,15.78
workload-B,2250000,750000,160,ONE,Full,123.19,5618.11,11.05,16.37
workload-B,2250000,1000000,160,ONE,Full,117.44,7274.54,10.17,16.78
workload-B,2250000,1250000,160,ONE,Full,119.56,8996.86,10.18,16.23
workload-B,2250000,1500000,160,ONE,Full,121.32,11662.09,11.04,15.8
workload-B,2250000,1750000,160,ONE,Full,123.73,13239.28,10.38,15.92
workload-B,2250000,2000000,160,ONE,Full,120.72,14698.38,11.1,16.47
workload-B,2250000,2250000,160,ONE,Full,115.05,16840.36,10.33,16.57
workload-B,2250000,2500000,160,ONE,Full,115.42,18550.65,10.71,16.26
workload-B,2250000,2750000,160,ONE,Full,115.41,19911.47,10.94,15.7
workload-B,2250000,3000000,160,ONE,Full,117.46,22671.61,10.21,16.11
workload-B,2250000,3250000,160,ONE,Full,121.71,24613.82,10.55,16.56
workload-B,2250000,3500000,160,ONE,Full,121.13,25697.83,11.09,15.87
workload-B,2250000,3750000,160,ONE,Full,122.8,27714.97,10.5,16.43
workload-B,2250000,4000000,160,ONE,Full,118.23,28857.57,10.84,15.45
workload-B,2250000,4250000,160,ONE,Full,113.54,31143.03,11.11,16.49
workload-B,2250000,4500000,160,ONE,Full,114.63,33917.29,10.46,15.35
workload-B,2250000,4750000,160,ONE,Full,118.19,36520.44,10.94,16.7
workload-B,2250000,5000000,160,ONE,Full,120.68,36331.08,10.85,16.56
workload-B,2250000,250000,320,ONE,Full,58.17,3908.58,10.92,16.54
workload-B,2250000,500000,320,ONE,Full,56.53,7195.1,11.0,16.69
workload-B,2250000,750000,320,ONE,Full,59.82,11725.78,11.13,15.97
workload-B,2250000,1000000,320,ONE,Full,57.7,14542.5,10.23,16.47
workload-B,2250000,1250000,320,ONE,Full,61.08,18146.38,11.16,15.77
workload-B,2250000,1500000,320,ONE,Full,61.44,22088.83,10.57,16.13
workload-B,2250000,1750000,320,ONE,Full,61.73,26505.65,10.3,16.43
workload-B,2250000,2000000,320,ONE,Full,61.93,28520.97,10.56,16.52
workload-B,2250000,2250000,320,ONE,Full,59.51,31874.98,10.61,16.8
workload-B,2250000,2500000,320,ONE,Full,59.12,35770.3,10.19,16.06
workload-B,2250000,2750000,320,ONE,Full,60.83,39314.97,11.17,15.99
workload-B,2250000,3000000,320,ONE,Full,56.35,43022.02,10.61,15.37
workload-B,2250000,3250000,320,ONE,Full,57.49,49459.95,11.17,15.22
workload-B,2250000,3500000,320,ONE,Full,60.1,54204.41,10.36,16.04
workload-B,2250000,3750000,320,ONE,Full,58.4,54233.8,10.79,15.64
workload-B,2250000,4000000,320,ONE,Full,56.35,58892.57,10.66,15.61
workload-B,2250000,4250000,320,ONE,Full,57.83,60652.72,10.97,16.63
workload-B,2250000,4500000,320,ONE,Full,58.7,65160.7,10.69,16.69
workload-B,2250000,4750000,320,ONE,Full,57.11,71104.68,10.7,15.9
workload-B,2250000,5000000,320,ONE,Full,56.75,74492.41,10.51,16.8
workload-B,2500000,250000,32,ONE,Full,629.85,349.5,10.39,16.82
workload-B,2500000,500000,32,ONE,Full,652.08,691.93,10.51,16.53
workload-B,2500000,750000,32,ONE,Full,629.67,1051.98,10.9,15.63
workload-B,2500000,1000000,32,ONE,Full,639.21,1379.03,10.58,16.26
workload-B,2500000,1250000,32,ONE,Full,647.09,1633.41,10.3,15.86
workload-B,2500000,1500000,32,ONE,Full,656.82,1959.27,10.99,16.6
workload-B,2500000,1750000,32,ONE,Full,661.09,2330.66,11.01,15.73
workload-B,2500000,2000000,32,ONE,Full,643.83,2565.71,10.69,15.8
workload-B,2500000,2250000,32,ONE,Full,672.14,3037.91,11.26,15.82
workload-B,2500000,2500000,32,ONE,Full,662.14,3318.04,10.45,15.74
workload-B,2500000,2750000,32,ONE,Full,652.15,3825.35,10.27,15.99
